name,val
MCHR2-AS1,0.24111591
SNORD115-7,0.241192
DGAT2L7P,0.24142271
RP11-156K13.2,0.24143985
RP11-178C3.8,0.24163754
RNU6-1100P,0.24251702
CTD-2124B20.2,0.24270386
LINC01046,0.24319977
RP11-831F12.4,0.24375388
RP11-90P5.1,0.24395898
RP11-406H4.1,0.24423043
RP11-315L6.1,0.24469033
UBE2V1P10,0.24624431
RP11-60E8.3,0.2463516
RP11-1212A22.8,0.2466498
KCNAB1-AS1,0.24873501
RNU2-32P,0.24953921
XAGE1A,0.2518291
OR11H3P,0.25229156
Metazoa_SRP,0.25299594
RNU6-631P,0.25304258
RP11-108K3.4,0.25357282
AC010894.5,0.25402072
AC005042.5,0.2544722
RP1-63P18.2,0.25448593
RN7SL685P,0.25581637
RP11-90P16.1,0.25696626
RPS29P33,0.25740382
RP11-769N22.2,0.25792247
RNU6-339P,0.2582318
AC007557.4,0.260693
AC005351.1,0.26084235
AP000470.2,0.26147273
AC006355.3,0.2615125
AC012445.1,0.26253343
LINC02045,0.2630198
RPL39P31,0.26309434
SNRPEP8,0.26814005
RP11-322I2.1,0.26843086
MOXD2P,0.2708497
RNU6-974P,0.27174065
RP11-746P2.3,0.27227896
SNORA25,0.27289426
RP11-536N17.1,0.27414727
SNORD114-9,0.27438018
HNRNPA1P1,0.27510276
RNU6-1171P,0.27590203
RP11-430L3.1,0.27623844
Y_RNA,0.27805844
LINC01651,0.27848634
NIFKP6,0.27886733
RNU6-1102P,0.27967
HMGB1P42,0.28049874
RNU7-88P,0.2811979
RN7SKP56,0.28202504
MIR5006,0.2826128
MIR4713,0.28273803
Y_RNA,0.28291774
RP11-89M22.3,0.28326425
MTND4LP12,0.28472513
SNORA51,0.28534535
RNA5SP268,0.2857286
ART2P,0.2859527
RP11-777J24.1,0.2869347
RP11-803A13.2,0.2889672
RP1-229K20.8,0.28936228
RPL7L1P5,0.28974214
CDK7P1,0.29057276
RP11-434D11.4,0.2909005
RP11-181B11.2,0.29109398
PTP4A1P3,0.2913702
RP11-404I7.1,0.29259145
VTRNA1-2,0.29415995
AC103563.4,0.2948101
RP11-654D12.2,0.29494643
RP11-189B4.7,0.2950527
RNU2-33P,0.29643163
AC018731.3,0.29697308
RPL12P48,0.2971025
RP11-529P9.1,0.29725385
AC008984.5,0.29731783
RN7SL756P,0.29752564
OFCC1,0.29832438
LINC01476,0.2985914
RP11-15B24.4,0.29913414
RNA5SP429,0.29940093
RP11-595B24.2,0.30058807
MTND1P18,0.30374944
CTD-2278B20.1,0.30485353
MRPL30P1,0.30533093
LINC01218,0.3061502
KRT18P41,0.30742002
RP11-96J15.1,0.30765265
RP11-346C16.4,0.3081316
IGBP1P3,0.3083739
HMGB3P5,0.30981138
Y_RNA,0.31190404
MRPS6P2,0.31244433
SNORA51,0.31336084
OR2B7P,0.31397814
RP4-562D20.2,0.31518552
RP11-426J5.2,0.3152644
YPEL5P1,0.31574056
NMNAT1P4,0.31748888
RPL7L1P8,0.31795767
ARL5AP4,0.3181348
RP11-27G13.5,0.31845847
RP1-273G13.1,0.31871545
RNU6-663P,0.31974143
RNU6-701P,0.32016137
CTD-2195M18.2,0.32031906
RN7SKP20,0.32060435
RP11-759A9.2,0.32079583
MIR4312,0.32177663
ENPP7P3,0.32278848
RP11-260A9.6,0.32377553
RP11-536C10.10,0.32657528
MTCO1P52,0.3275621
DPPA3P2,0.32824874
AC004070.1,0.3286681
RN7SKP87,0.33130276
TECRP2,0.33142608
RP11-1223D19.5,0.33200806
HAUS4P1,0.33294484
RPL30P16,0.33299744
LINC00362,0.33544314
RP11-75A5.1,0.33553666
RP11-227H4.1,0.33676812
DPH3P2,0.33682346
KB-1410C5.2,0.33789718
CITF22-24E5.1,0.33794084
KRTAP9-12P,0.33862585
RNU7-110P,0.3389685
RP1-68D18.3,0.3408406
RNU6-1003P,0.34119546
RPL7P61,0.34147656
SNORD56,0.3425837
RP11-230C9.3,0.34297353
RN7SKP146,0.3432093
RP1-207H1.2,0.34452322
GNAI2P1,0.34876177
RBMXP1,0.3490705
RPS10P18,0.3497127
RP11-406O23.2,0.35172462
RP11-774O3.1,0.3518668
AP000648.4,0.35224688
LINC01923,0.3533541
SIAH1P1,0.3611052
GJA6P,0.36146775
CTB-76P12.1,0.3624408
RP11-268I9.3,0.36408508
RNA5SP132,0.36609852
RP11-746B8.1,0.3664997
OR2T6,0.36680567
RP11-434D9.2,0.36703143
OR7A3P,0.3676561
RP11-421E17.4,0.3690447
RNA5SP471,0.36993298
RPL31P20,0.37221092
TRAV8-5,0.37243414
RNU6-1280P,0.37249443
TRBV21-1,0.37258983
PCDH9-AS3,0.37304196
EEF1DP6,0.37449047
RPL6P8,0.37482512
RP4-654C18.1,0.37647697
PRAMEF15,0.37738022
ZNF736P6Y,0.37769806
Y_RNA,0.37848404
RP11-137F15.1,0.37867773
RP11-96J19.1,0.37883314
RP11-463J7.1,0.38112995
RP11-100F15.1,0.3812874
MIR7157,0.38145202
MIR7856,0.3816578
ELDR,0.385261
CTB-174D11.3,0.3853818
RP11-78F17.1,0.3854503
SPATA31A1,0.38596785
RN7SL372P,0.38942695
RP11-277P12.10,0.39272177
OR9R1P,0.3930161
CFL1P8,0.39315107
RP11-223C24.1,0.39337057
U8,0.39357576
RPS24P12,0.39405313
Y_RNA,0.39442393
C1QTNF9-AS1,0.39593002
PRB4,0.3971703
Y_RNA,0.39825866
RP11-874J12.3,0.3985061
DNM1P50,0.4001865
RP1-93H18.6,0.400684
BNIP3P38,0.40102816
RP11-533O20.2,0.40110388
MTATP6P3,0.40266308
RPSAP62,0.40326148
RNA5SP270,0.40334028
ARF1P3,0.40517724
OR5AN2P,0.4056969
RP11-321E2.7,0.40570822
NF1P9,0.4058853
RP11-726G23.8,0.4060192
TRIM53BP,0.40654805
MIR4307,0.40873578
HMGA1P1,0.40967163
KCNA10,0.41002572
RPL22P22,0.41078785
RNU1-115P,0.41180396
RN7SKP202,0.4125049
SEPT14P12,0.41658384
LINC01019,0.4167237
SLC25A38P1,0.41804618
RP11-460B17.2,0.41846615
UQCRBP2,0.41906768
RP11-300E4.2,0.41907954
DPPA3,0.41981584
MTCYBP43,0.420282
FAM223B,0.42081773
RNU6-1023P,0.42196432
RNA5SP31,0.42215437
RPS29P1,0.4231815
RN7SL12P,0.4241865
LINC01733,0.42462495
RP11-1166P10.8,0.4257982
RP11-468N14.1,0.4272837
Metazoa_SRP,0.42802215
RP13-150K15.1,0.42861927
ZNF969P,0.4290951
NOBOX,0.4296491
RPS26P42,0.42993355
TBC1D21,0.43021435
LINC01054,0.43055785
OR7A19P,0.43104133
RP5-925F19.1,0.4320686
RP11-796A5.4,0.43387458
RP11-149F8.5,0.43521076
RN7SKP53,0.43585137
DUTP8,0.43590766
RP11-775E10.1,0.43631116
RPS6P14,0.43703848
OR2H1,0.43756384
MIR5690,0.437567
RP11-698E18.1,0.438032
RNA5SP256,0.4410594
RP11-78J21.6,0.4420011
KB-1592A4.14,0.44245115
UBE2CP3,0.44491923
RP1-169I5.4,0.44515577
RNU6-759P,0.44636106
PRRC2CP1,0.44669217
YBX1P7,0.44719782
RP11-351A20.2,0.44787842
RP11-803D5.4,0.44807056
MIR331,0.45009112
AC093166.4,0.45108125
RNA5SP499,0.45119965
RN7SKP263,0.45143893
SNORA80E,0.45163873
AC098828.3,0.45193985
RP4-641G12.4,0.45235893
RP11-471M2.4,0.4528268
RN7SL320P,0.45371908
LINC01510,0.45499033
RP11-1109M24.14,0.45539925
RP11-527H14.4,0.45700222
RP11-2O17.2,0.45701158
CTB-49A3.1,0.45712176
RP11-724M22.1,0.45725986
MIR3156-3,0.4593117
CTD-2050I18.2,0.45951948
Y_RNA,0.46017703
RP11-284H18.1,0.460243
RN7SKP210,0.46084288
MIR5587,0.46089697
RP11-315A16.2,0.4619924
RP11-64C12.9,0.4620042
AC009487.4,0.46282727
Metazoa_SRP,0.46293822
MIR548X2,0.4639229
MIR4792,0.4641392
OFD1P5Y,0.46428764
AC008834.2,0.46452114
KCTD9P6,0.46761605
LINC02153,0.46792552
LINC01885,0.46803853
CTB-91J4.1,0.47135302
OR8I2,0.47245592
AC005176.2,0.4729603
HMGN1P7,0.47302285
RP11-513M1.1,0.47344902
RP11-164N3.1,0.4750512
RP11-341D18.8,0.47533074
RP11-554D15.2,0.4768683
RP11-113A11.1,0.47750932
RP11-91H12.1,0.47816804
COX6CP4,0.47875994
Y_RNA,0.47907206
RBM22P13,0.47957394
RP11-669B18.1,0.48047283
RP3-455H14.1,0.4809231
SSU72P1,0.48136622
RP11-342M3.2,0.48168826
RP1-163G9.2,0.48227057
Y_RNA,0.48309836
ETF1P3,0.48310876
LINC00301,0.4842813
RP11-39H3.1,0.48497963
RNU2-17P,0.4864924
RN7SKP62,0.48724627
RP11-120K18.3,0.4889253
PLCE1P1,0.4895942
SPATA31D2P,0.48995566
SNORD74,0.49068114
MIR539,0.49216583
LINC02052,0.4923756
ATP5G1P1,0.49501768
ZNF645,0.49531892
AC092573.2,0.49764627
RP11-64C12.4,0.49818447
OR52B1P,0.49896857
RP5-1065J22.2,0.50309414
RP11-268G12.3,0.50345105
OR4C11,0.5041273
CTD-2296D1.4,0.5047107
RP11-66C24.1,0.5051641
MIR6865,0.50537443
RP11-378I13.1,0.5057677
RN7SL656P,0.5060495
SSXP9,0.5073985
ELOBP3,0.50746804
MIR8054,0.5086529
RNU6-677P,0.5099404
RNU7-79P,0.5102858
MIR30A,0.5130289
MTCYBP8,0.51485246
RP1-149C7.1,0.51506823
RNA5SP300,0.5160774
Y_RNA,0.5164255
RP11-17J14.2,0.5166017
LAMTOR5P1,0.51684904
RP11-34F13.3,0.5171148
RP11-356C4.3,0.5174156
C10orf126,0.51825017
CDC27P1,0.5184692
MIR4754,0.5190912
RPS3AP37,0.5197561
RP11-7N14.1,0.52000695
SUMO2P6,0.52285343
CICP11,0.5239519
RP11-62L18.3,0.5240953
RP11-123O1.1,0.52553004
DNM1P41,0.5256314
RP11-6L6.7,0.5258517
RNA5SP233,0.5258765
LINC01995,0.52615345
LINC00265-3P,0.52635956
ADAM24P,0.5264217
SNORD115-44,0.52667606
RP11-231P20.6,0.5270238
NDUFB10P1,0.5274668
RNU2-71P,0.5278066
KRT18P47,0.5279733
RP11-344N17.15,0.5280305
MIR34C,0.530415
RP11-78L16.1,0.5309629
NOS2P1,0.5310359
RN7SKP276,0.5326893
RP11-18D7.2,0.53443956
Y_RNA,0.5358994
RN7SKP289,0.5379868
RNA5SP370,0.53805065
AC010082.2,0.5383103
MIR185,0.5393437
RP1-37N7.6,0.5405656
AC007967.3,0.5411679
PRAMEF29P,0.5430858
RP13-631K18.2,0.54319954
RP11-354O24.1,0.5446674
RP11-483E23.5,0.54502606
RP11-53L24.2,0.54618067
GRIFIN,0.54714286
CTD-2320G14.2,0.54718
RPL10P2,0.5476339
MIR6815,0.5491524
MTND4P29,0.5497456
Y_RNA,0.55043936
RP11-404K5.2,0.5505232
RNU6-1039P,0.5507247
RP11-393K19.1,0.550998
RN7SL237P,0.55313605
VN1R65P,0.55404407
RPS26P13,0.5545829
BCLAF1P1,0.55525386
MIR5585,0.55527353
RP11-566H16.2,0.5568946
MIR6866,0.55750895
MTCYBP27,0.5575917
AL050303.12,0.55759656
RP11-569A2.2,0.55893373
RNU6ATAC15P,0.55932873
RP4-553F17.1,0.5596616
RP11-502N13.2,0.55994713
DRAXINP1,0.5614306
RP11-687D19.1,0.5621896
Y_RNA,0.56256545
OR10H5,0.5645177
OR8B2,0.5649144
MIR5681A,0.56503075
RNU6-440P,0.5651397
GAPDHP21,0.5671658
MIR4659A,0.5676399
AC016644.1,0.56870365
PSG3,0.5690128
RP11-360O19.4,0.56990844
ATP5A1P1,0.57005876
RP11-626P14.1,0.5705647
RP11-98L5.5,0.57085407
MTCO1P49,0.57127255
U7,0.5718504
RNA5SP252,0.5719127
KRTAP7-1,0.5723132
RP5-1031D4.2,0.5726494
CTD-2060C23.1,0.57392853
RP11-293E1.1,0.5753729
CTC-422A18.1,0.5756498
RP11-401I19.2,0.57624227
OR10Q1,0.579046
RN7SL73P,0.5800834
RP11-1012A1.10,0.58072037
RP11-1217F2.28,0.58072233
Y_RNA,0.58204687
CTD-2151L9.2,0.5824276
RP11-15E18.3,0.58253145
GJD3,0.58533335
RNU6-274P,0.5854502
RNA5S11,0.58603716
RP11-151G14.2,0.58604014
OR4M1,0.58838075
RPS29P30,0.5889899
RP11-473M10.3,0.58971256
RP11-573E11.2,0.5900725
RNA5SP508,0.5908304
WFDC8,0.5909316
RNU6-269P,0.5915318
RP11-10G12.2,0.5921021
Y_RNA,0.5926486
SNORA68,0.59363514
CTD-3253I12.1,0.59377295
RP11-611O2.1,0.59437865
RP11-324J13.1,0.5953278
MIR6505,0.599087
RNU6-576P,0.601063
LINC00280,0.6039826
RN7SL44P,0.60414344
RP11-726G23.6,0.604339
LINC01716,0.6051031
RP5-1047A19.4,0.6055716
HIST2H4B,0.6058414
RP11-470M17.2,0.6064267
LHFPL3-AS1,0.607609
ARF1P1,0.61099994
RP11-43N5.2,0.61174786
ZDHHC4P1,0.612305
RNU5E-10P,0.61357343
IGKV1D-43,0.6161725
RP11-94P11.3,0.6167218
SNORA16A,0.6169901
LINC01565,0.6173338
LINC02154,0.6184573
RP11-357N13.2,0.61900425
LINC02122,0.6195044
LINC02053,0.61966425
RP11-407A16.7,0.62008095
CTC-308K20.4,0.62103444
MIR4681,0.62192345
MIR744,0.6232515
MIR4295,0.62440026
RP11-438D14.2,0.6248872
MIR7846,0.6258869
FTLP4,0.62706035
CYCSP22,0.6298893
MACC1-AS1,0.63066953
RP4-753D4.2,0.6310132
RNU1-108P,0.63157153
ANKRD20A6P,0.6316727
RNU6-224P,0.63226056
RP1-229K20.9,0.6351968
Y_RNA,0.636834
TTTY8,0.63973093
CSE1L-AS1,0.6399881
AC006335.2,0.64191586
OR6K2,0.6420121
NXPH2,0.6422575
RP11-203B7.1,0.642262
RP11-510J16.5,0.64449036
RP11-141M1.1,0.64548236
DUX4L5,0.64649206
CLNS1AP1,0.6467154
DEFB113,0.6488658
RP11-144A16.3,0.6491086
RPS12P10,0.6506108
DUX4L6,0.65086997
AC010745.4,0.6510702
U6,0.6519304
LINC01362,0.6523489
R3HDML,0.65268123
U2,0.6529112
CTB-164L20.1,0.6533895
LINC01213,0.653566
Y_RNA,0.65383357
RP11-709D24.5,0.6539175
CASC23,0.65433604
RP11-589M4.3,0.65458465
MIR4291,0.65534997
Y_RNA,0.6561587
TAAR8,0.6562746
LARGE-AS1,0.65669423
IFNA11P,0.65703726
MMP26,0.65708035
RNU6-740P,0.65799576
AP001625.5,0.6582513
RP11-8L8.1,0.65896875
RP5-1114G22.2,0.65933174
MEP1AP4,0.6594756
NUS1P2,0.6595164
MIR6756,0.6621184
SNORA37,0.66242266
NAALADL2-AS1,0.6643317
RP11-6J24.3,0.66497445
RP11-264L1.4,0.6662632
DUTP3,0.666801
DEFB122,0.6668212
AURKAPS2,0.66746366
RP11-678G14.5,0.66793627
RPL23AP88,0.6680106
RP11-432M8.4,0.66841954
TTTY6,0.6702917
Y_RNA,0.6715094
RP11-526N18.1,0.6721865
AC108868.3,0.6727581
RP11-430E17.1,0.6734817
OR2BH1P,0.67441815
RN7SL395P,0.6751876
CH507-513H4.6,0.6753176
DHRSX-IT1,0.67538816
RP11-372E1.4,0.67575866
LINC02176,0.67596614
RP11-168P13.1,0.6770904
AC005772.2,0.67740744
KB-1562D12.2,0.677526
TM4SF5,0.67769456
RNU6-1053P,0.67790246
RP11-173E2.2,0.6784535
RP11-241J12.1,0.67915356
RP11-641A6.3,0.679898
LINC00604,0.67990136
RP11-96F8.1,0.6811749
MRPS16P1,0.68328327
RP11-267L5.1,0.6840941
RP11-180C1.1,0.68423027
RP11-982M15.5,0.6846274
AC144450.2,0.6854098
RN7SL337P,0.68668556
RPS24P17,0.68772286
CTB-133P21.1,0.6880061
RNU6-469P,0.68959945
RP13-24G8.2,0.68967813
GSTA12P,0.69151646
MIR200A,0.6917886
RP11-716O23.2,0.69343954
DCAF13P2,0.6947849
CTD-3066C23.1,0.6957612
DEFB127,0.69624966
RP11-1109M24.15,0.69749904
CYCSP42,0.6978413
BTBD6P1,0.6980613
NPM1P4,0.69923973
RNU6-192P,0.7019387
RP5-1125M8.2,0.7027914
TNRC18P2,0.70283407
Metazoa_SRP,0.7044983
RNU6-46P,0.70671797
RP11-360N9.3,0.7075724
RPL23AP63,0.7077981
KRTAP4-7,0.7101116
VENTXP5,0.71055406
ELK1P1,0.7132281
RP11-260G13.1,0.71333706
NPM1P8,0.7143523
RP11-549K20.1,0.71499115
RP11-62L10.1,0.71936494
RP11-579D7.2,0.72006524
AC018462.2,0.7205891
RP11-112N19.1,0.7208328
AC005086.2,0.72262055
RP11-76N22.1,0.7245308
RP4-806M20.5,0.725506
RN7SL297P,0.7258829
RN7SL630P,0.7267289
IGHV3-25,0.7270675
RP11-17G11.1,0.727089
RPL31P13,0.7274025
RP3-522D1.2,0.727992
HIGD1AP2,0.72897315
AC106873.4,0.7292578
SYF2P2,0.7293956
MIR4306,0.72952884
AC139712.2,0.72968686
RP3-407E4.3,0.72981733
RP11-544M22.3,0.73007256
CTC-546K23.2,0.73134375
RP11-434D2.9,0.7316185
RP13-395E19.2,0.73269963
RBPJP7,0.7346195
RPL23AP40,0.73583215
MTATP6P30,0.736891
RPL23AP6,0.73759305
RP11-91J3.1,0.73841715
OOSP1,0.7386288
HMMR-AS1,0.7388568
P4HA2-AS1,0.7408023
Y_RNA,0.7408903
ADAM5,0.74202704
SEPT14P24,0.74309
RP11-157J13.1,0.743355
AF096876.1,0.74352735
CTB-147C22.8,0.7444217
CICP23,0.7449995
EIF4EP4,0.7455141
RP4-539M6.18,0.74589586
TRAV8-6,0.74650943
RPSAP27,0.7470072
RP11-545G3.2,0.74717414
RP11-13A1.2,0.74805444
DEPDC1-AS1,0.74816847
LMO7DN-IT1,0.7539319
RN7SL108P,0.7540081
RP11-32B5.2,0.75438744
RP11-268G12.1,0.7552485
LINC01842,0.7562829
OR4K4P,0.75644785
RP11-386D6.1,0.75680417
Y_RNA,0.7568563
U6,0.757138
RP11-1217F2.1,0.7586922
Y_RNA,0.7604979
RP11-64C12.6,0.76074904
CTD-2243E23.1,0.7610194
CTC-448F2.3,0.7622938
RP11-432J9.6,0.7630467
DEFT1P,0.76323706
RP11-229P13.22,0.7637087
OFD1P7Y,0.7654276
RPL6P25,0.7657094
OR10H2,0.7660363
AC109589.1,0.76616526
BZW1P1,0.7684109
RNU6-698P,0.76962095
RP11-164N20.2,0.7700219
DUX4L33,0.77414864
CYCSP20,0.77420425
RP11-62N21.1,0.7755488
RP11-707M1.9,0.7757176
RP11-72I8.2,0.7765934
PDCD5P2,0.7776467
RP3-406A7.1,0.7786789
RP11-580I1.1,0.7788863
MOS,0.78010887
AC093627.7,0.7803228
OR2AT4,0.78226316
CTD-3010D24.3,0.7847303
AC023469.2,0.7852444
