,0
197,PDLIM4
198,HOPX
199,MMP15
200,SENP1
201,ABHD3
202,NDUFAF5
203,ACVR2A
204,MLLT11
205,SLC36A4
206,BRIX1
207,HILPDA
208,TMEM260
209,HIRA
210,ATAD2
211,THAP3
212,AKIP1
213,CDKN2D
214,LRRC8B
215,BPNT1
216,VAMP8
217,EXOC6
218,SETMAR
219,HPS3
220,TSHZ3
221,ZNF202
222,CD4
223,PAQR3
224,C11orf84
225,PNO1
226,MRPS28
227,CIITA
228,MZF1
229,RPIA
230,SLIT2
231,ZCCHC9
232,TMCO4
233,HLA-DRB5
234,CDK7
235,ZBTB45
236,GDF11
237,CLEC14A
238,KLHL8
239,PDE6D
240,DCLK1
241,MRPL13
242,WISP2
243,TSPAN6
244,PLCG2
245,PLEKHA8
246,ZNF493
247,NREP
248,SPR
249,ZNF44
250,ZNF766
251,ZW10
252,ANKRD13B
253,AKAP6
254,GPR137B
255,NDUFAF7
256,SOBP
257,PPIL1
258,SARS2
259,TRMT6
260,CNEP1R1
261,PSMG1
262,SEPSECS
263,MACROD1
264,SLC35D2
265,WASF1
266,ABCA6
267,ATF1
268,BIRC3
269,FAM65B
270,NTN1
271,NSL1
272,CDR2L
273,P2RX4
274,ABHD5
275,CROT
276,NEK3
277,TMTC2
278,ZNF511
279,AMIGO1
280,RPS6KA5
281,GATS
282,CLN8
283,MRPL39
284,TOP1MT
285,KCNK6
286,PSMG4
287,ARAP2
288,BIVM
289,PIGU
290,ZCCHC7
291,PLXDC1
292,ITGA9
293,SSSCA1
294,DOCK10
295,ZNF432
296,CREB5
297,GEM
298,DRAM1
299,PIGH
300,TRERF1
301,CLMP
302,C8orf4
303,ZNF585B
304,MTMR3
305,NLN
306,KCTD17
307,SH3RF3
308,SNCG
309,TBPL1
310,ERBB3
311,NOC3L
312,ASB3
313,CDH13
314,MN1
315,IFNAR2
316,NDUFAF1
317,CDKN2AIPNL
318,ZFAND2A
319,BEND7
320,PPP2R3A
321,CDK8
322,TBP
323,RAB6B
324,ZNF462
325,EXOSC1
326,C12orf4
327,CD109
328,DLL1
329,PHKA1
330,ZDHHC14
331,DOHH
332,NBPF9
333,PDCL3
334,DHX58
335,COBL
336,DONSON
337,SPRYD4
338,KLF5
339,BANP
340,LEO1
341,ZNF471
342,CPEB3
343,GALK1
344,CHST14
345,TPBG
346,FBXO17
347,MAGI3
348,RBM48
349,NINL
350,NT5C
351,TWISTNB
352,PXMP4
353,EXOC8
354,HAUS3
355,MRPL46
356,ROBO3
357,CALCRL
358,ALKBH3
359,ACSS3
360,TRMT11
361,TMEM91
362,RPP21
363,ZBTB8OS
364,BET1
365,GEMIN8
366,FASTKD5
367,IL18BP
368,SPRYD7
369,COLEC12
370,RBBP9
371,C1D
372,IFI27L2
373,HOMER2
374,KLF8
375,MUSTN1
376,STRBP
377,THOC6
378,AMPD3
379,KRT8
380,GPSM2
381,C2orf69
382,METTL8
383,TRAPPC2
384,SHROOM1
385,G2E3
386,SLC35E3
387,LRIG3
388,FAT4
389,IFI44
390,SLCO2A1
391,MYNN
392,C21orf2
393,SCAI
394,FAM69A
395,RCE1
396,BCAT1
397,ACY1
398,RAB8A
399,CDKN2C
400,SLC16A2
401,FBXW8
402,FBXO10
403,MEIS2
404,MED27
405,MFSD3
406,HACL1
407,ZNF579
408,ZNF618
409,ZNRF3
410,POC1B
411,AMOT
412,BEST1
413,MST1
414,CHN1
415,SRGAP1
416,BAK1
417,ZNF22
418,DCP1B
419,RAD52
420,PRDM15
421,CHTF18
422,ANKRD49
423,POLR1B
424,DOCK8
425,TIMM9
426,ZNF212
427,RAB3D
428,EVC
429,PLCB4
430,CARF
431,SIRT6
432,GPRASP2
433,TRIAP1
434,CADPS2
435,TACO1
436,TXNDC17
437,TMEM246
438,PALD1
439,MRPL48
440,EGLN3
441,PAFAH2
442,RBFA
443,PAQR8
444,OSBPL3
445,ZNF185
446,APBA3
447,SMOX
448,NDUFAF4
449,FAM127C
450,RINT1
451,FGD6
452,KLHL36
453,DPH5
454,NDEL1
455,ETHE1
456,NEK4
457,EMILIN2
458,NUDT2
459,DNAL4
460,GLIPR1
461,HSPBAP1
462,FAM217B
463,LYPLAL1
464,CHST2
465,POP5
466,PLEKHF2
467,RPL22L1
468,PTPDC1
469,TIAM1
470,CPXM2
471,MRPS31
472,DHRS12
473,RILPL1
474,SLC25A40
475,LIME1
476,MDK
477,ELF4
478,ZBTB2
479,CXCR4
480,BRCC3
481,ANKRA2
482,SNPH
483,ZNF559
484,TRIM68
485,CLTCL1
486,EDIL3
487,ATP7A
488,MRI1
489,PRPF18
490,MBTPS2
491,DYNC2LI1
492,PLA2R1
493,SETD6
494,DACT3
495,TCFL5
496,PCSK5
497,TTF2
498,SEC61A2
499,TRIM5
500,CLCN5
501,KIN
502,PIBF1
503,LDLRAD3
504,TRMT2B
505,ARNT2
506,FAM60A
507,F2R
508,ZKSCAN5
509,FZD7
510,SLC37A1
511,IFIT1
512,CPNE8
513,NGFR
514,HTRA3
515,MAPK8IP1
516,DDX31
517,PRDM10
518,LYSMD4
519,METTL10
520,CASP10
521,CSRP2
522,COMMD1
523,ZC3H8
524,SCRN3
525,DCUN1D5
526,PHTF1
527,TANGO6
528,NIF3L1
529,EBPL
530,ACOT13
531,TUBGCP4
532,NR3C2
533,ATP8B1
534,SLC39A8
535,LRFN3
536,KLHL28
537,TRMT13
538,HEYL
539,TUSC1
540,RRP9
541,CCSAP
542,CABLES1
543,FASTKD1
544,IFT27
545,POLB
546,SGMS2
547,BBS9
548,INTS2
549,DIABLO
550,CHMP6
551,ZSCAN25
552,DHRS4L2
553,ARL6IP6
554,FN3K
555,TC2N
556,NDC1
557,STYXL1
558,FOXRED2
559,LRRC75B
560,PI4K2B
561,ARV1
562,TRIM14
563,MAPK12
564,FUZ
565,MPP7
566,NAGPA
567,FGF2
568,GTPBP10
569,SDF2L1
570,MYL5
571,MAN2A1
572,CDC42EP2
573,AKR1C2
574,ZNF268
575,C3orf18
576,ZNF346
577,DCAF4
578,CCDC86
579,CLDN15
580,COMMD10
581,PTK7
582,FAM43A
583,MPPE1
584,COX18
585,IFT81
586,TRIM32
587,PDGFC
588,SLC2A11
589,PHYHIP
590,MRPL36
591,PLXNC1
592,PTPN6
593,POLA1
594,KITLG
595,MIEF2
596,KBTBD11
597,GRPEL2
598,NLE1
599,DYRK4
600,CLDND1
601,TUFT1
602,NEDD1
603,E2F3
604,PORCN
605,RTTN
606,RGS14
607,TGIF2
608,ZNF736
609,ZNF426
610,RITA1
611,CYP2U1
612,CORO2B
613,TIMM10
614,LRRC45
615,MSRA
616,MAPT
617,SEMA5A
618,C3orf62
619,ZNF853
620,MITD1
621,ZBTB14
622,GIMAP4
623,ANKMY1
624,ZDHHC1
625,JAK3
626,CAP2
627,DDX60
628,MGME1
629,FERMT3
630,C12orf43
631,GALE
632,C12orf29
633,REC8
634,CISD2
635,TTC8
636,DIRC2
637,ARL15
638,TP53RK
639,COX10
640,ITGA10
641,CEP97
642,HMBS
643,FKBP11
644,TMEM39B
645,ATG4A
646,KNTC1
647,ING3
648,TMEM132A
649,LIPE
650,ZNF761
651,AK6
652,PDCL
653,MRPS11
654,DPM3
655,SP110
656,HBQ1
657,SMO
658,ABHD14A
659,SCYL3
660,IL33
661,ZNF224
662,LRP4
663,FGD5
664,GAS1
665,ACAT2
666,IFT20
667,SLC9A7
668,CCNYL1
669,INVS
670,IFT88
671,ZNF517
672,UBE2S
673,ABTB2
674,MYO1F
675,DCK
676,ZNF281
677,AQR
678,ST3GAL5
679,ABHD6
680,HELQ
681,HIVEP3
682,BBS5
683,NEDD4
684,DHRSX
685,PIGV
686,DECR2
687,ADAT2
688,FAM118B
689,GBP4
690,FAM207A
691,MLKL
692,SRRD
693,TMEM126A
694,FLT4
695,TOMM40L
696,ZDBF2
697,TMEM254
698,RILP
699,ZDHHC12
700,NUDCD1
701,NBPF8
702,C19orf54
703,MRPL1
704,EPM2A
705,ZBTB46
706,MMAB
707,DNAL1
708,ZNF720
709,N6AMT1
710,ZNF175
711,KLHL17
712,TUSC3
713,NPNT
714,TTC27
715,ZNF8
716,HHLA2
717,FCGBP
718,KRBOX4
719,CAAP1
720,HAUS2
721,HUS1
722,EPOR
723,TRMT10B
724,GATA2
725,DDT
726,ZNF830
727,THSD4
728,ZNF688
729,POLA2
730,CYP2R1
731,C21orf91
732,SSX2IP
733,C17orf75
734,PARP16
735,TRNT1
736,LNX2
737,ARHGAP6
738,PDIA5
739,ZFP41
740,SPATA6
741,MOSPD3
742,KIAA1324L
743,TRMT44
744,PDE8B
745,CELF6
746,PPIL3
747,RASSF7
748,SMC2
749,CCDC71
750,KLF16
751,SERAC1
752,RRAD
753,GALNT16
754,PEG3
755,ZNF319
756,DNASE1L1
757,RNF150
758,OPHN1
759,ERMAP
760,DNAJC27
761,GLA
762,PEX10
763,ERAP2
764,RBBP8
765,PDSS2
766,TMTC4
767,INTS7
768,ORC5
769,MID1
770,NSUN6
771,PDP2
772,CTU2
773,MTFR1
774,PLEKHF1
775,SWI5
776,SLC39A11
777,ZNF260
778,REPS2
779,MSANTD3
780,USP45
781,SMPDL3A
782,ZNF778
783,PLEKHH1
784,FAM210A
785,LRRC20
786,RMND1
787,TIMELESS
788,MLLT3
789,TPRKB
790,FAM98C
791,PAXIP1
792,GPR180
793,ERV3-1
794,SH3BP5
795,GMIP
796,ALDH3B1
797,MUTYH
798,GMEB1
799,FAM104A
800,ASF1A
801,KLHL15
802,ANKDD1A
803,KLHL25
804,ZNF844
805,C1orf109
806,DCTPP1
807,FIBIN
808,MYO5C
809,L3HYPDH
810,FGFR1OP2
811,SLC25A43
812,C1GALT1C1
813,ASB7
814,PTPRC
815,SHROOM3
816,HLA-DQB1
817,MAD2L1BP
818,WWTR1
819,PRMT9
820,PTGR2
821,SLC9B2
822,ZNF354A
823,ENOX2
824,RSRC1
825,CDRT4
826,TMEM199
827,PLCB1
828,ATP10A
829,NBPF11
830,PRX
831,RCSD1
832,ZBTB26
833,INO80C
834,TMEM62
835,SLC8A1
836,TTC39C
837,TCEANC2
838,BAG2
839,FAM174B
840,GPR153
841,ZNF510
842,FKBP14
843,PANX1
844,RWDD3
845,CDH23
846,SHPRH
847,ECHDC3
848,HDAC8
849,FAM120C
850,C5orf56
851,TRMT5
852,RAB11FIP1
853,RNF169
854,SHROOM4
855,PIN4
856,ARSB
857,THUMPD2
858,ITGAE
859,ADCK5
860,THAP6
861,LIAS
862,PRMT3
863,GPATCH1
864,NAT6
865,GIMAP6
866,MCM9
867,TSTD2
868,STK19
869,RRS1
870,TTC9C
871,ZNF254
872,PPP1R16B
873,RCCD1
874,SGTB
875,ORMDL2
876,MARC1
877,BICD1
878,MTHFD1L
879,SPAG16
880,CRLF3
881,EME2
882,TXNDC9
883,LOXL2
884,CCDC120
885,ALOX5
886,BBS10
887,PEG10
888,ZNF354B
889,ZNF585A
890,DNAJC9
891,RPS2
892,ZXDB
893,DUSP14
894,LFNG
895,MAML3
896,ZNF181
897,IL32
898,CDK3
899,TRMT10C
900,DEPTOR
901,TMEM185B
902,SLC4A3
903,ZC3HC1
904,FRMD3
905,PTCD2
906,C8orf76
907,GAS8
908,C19orf68
909,ACTR5
910,RNASEL
911,NUDT15
912,LRRC40
913,WRN
914,RNF207
915,MTERF3
916,COL8A1
917,MDM1
918,TRIM21
919,SDHAF1
920,ZNF304
921,HSPB11
922,ICA1L
923,DOC2B
924,ACYP2
925,FDXR
926,CARD10
927,MON1A
928,MNAT1
929,SMAD6
930,C8orf58
931,SRD5A1
932,GBP3
933,ATG101
934,GSDMB
935,FAM84B
936,ACE
937,MED20
938,CEP70
939,NOD1
940,KCND3
941,HDAC9
942,RPP25L
943,UCHL3
944,ZNF277
945,DNAJC17
946,MIPEP
947,FBXL8
948,RAB32
949,TEK
950,AMACR
951,TNFAIP8L1
952,SULT1A1
953,TDRP
954,TNFRSF6B
955,COA7
956,PPP1R3F
957,CDADC1
958,MAMLD1
959,PAQR7
960,TMEM218
961,C1orf162
962,PTPN3
963,ATP6V0A4
964,GBX1
965,RELB
966,MCTP1
967,CHCHD4
968,LRRC1
969,ERI1
970,POLR1C
971,NIP7
972,GDAP2
973,MAK16
974,CCDC146
975,RBM12B
976,TRPV2
977,TMEM243
978,P2RY11
979,PIGP
980,GIMAP8
981,GATSL3
982,GPATCH3
983,ASAP2
984,NCKAP1L
985,RNASEH1
986,FAM117B
987,RABL2A
988,GPATCH2
989,SLC9A9
990,TATDN3
991,CXorf36
992,FGD1
993,MINPP1
994,PDE1B
995,NPIPA1
996,MRPS18A
997,CENPJ
998,SFMBT1
999,TMEM185A
1000,SLX4
1001,BTN2A2
1002,RHOJ
1003,TATDN1
1004,ATPAF2
1005,IFT22
1006,HSPA14
1007,MIS18BP1
1008,UTP23
1009,GPATCH11
1010,GPSM3
1011,FAM228B
1012,RASGRF2
1013,BTD
1014,ALG12
1015,DUSP12
1016,ZFP28
1017,AAED1
1018,LIN54
1019,CXorf40A
1020,OTUD6B
1021,LPXN
1022,AFAP1L1
1023,TMEM234
1024,ICA1
1025,INTS12
1026,TXNDC16
1027,GFER
1028,SPICE1
1029,CLEC2B
