,0
485,FBXL12
486,AP4B1
487,NOA1
488,KLHL20
489,TRAF3IP1
490,GAMT
491,SLC25A20
492,ITPRIPL2
493,DNAJC14
494,DTX4
495,METTL5
496,C22orf29
497,CDC40
498,SHMT1
499,HIST1H2AC
500,TIMM8B
501,EBP
502,GLI4
503,SLC38A7
504,ORAOV1
505,HSPA12A
506,PGGT1B
507,SLC26A2
508,USP35
509,CCDC88B
510,ZNF827
511,NIPA2
512,C1orf52
513,ANKMY2
514,PHYHD1
515,PLEKHH2
516,ERCC2
517,BBS4
518,C6orf136
519,NQO1
520,DPY19L4
521,BCORL1
522,METTL14
523,CCDC149
524,EFS
525,PGP
526,SCML1
527,PWWP2A
528,MRPS22
529,RND3
530,TRO
531,RALGPS1
532,RPAP3
533,TMEM104
534,BID
535,CCDC137
536,YAF2
537,TTLL7
538,ATG4D
539,CACNB3
540,C1orf35
541,AKR1C3
542,NIPSNAP3A
543,ARL4C
544,NT5C3A
545,ZNF436
546,TSEN15
547,EDEM1
548,SKA2
549,COG6
550,ABT1
551,P4HA2
552,GLIS2
553,MFSD11
554,ATG7
555,TUBB2A
556,TTC13
557,ZNF24
558,DCTN6
559,H2AFX
560,PGAP1
561,WDR44
562,MAD2L2
563,PEX13
564,ZNF777
565,KANSL1L
566,DTNBP1
567,BDH2
568,SNRPF
569,OTUD1
570,DDX11
571,GTF2H4
572,JAM2
573,RTKN
574,DERA
