,x,0
7032,WRN,4.6719947
77,RNF207,4.6720595
7245,MTERF3,4.6720767
3339,COL8A1,4.672097
10279,MDM1,4.6727285
8842,TRIM21,4.673659
14587,SDHAF1,4.673799
15157,ZNF304,4.67418
621,HSPB11,4.6746006
2632,ICA1L,4.6746273
12733,DOC2B,4.6747737
2001,ACYP2,4.6755104
13578,FDXR,4.67567
16026,CARD10,4.675728
3172,MON1A,4.6761584
11164,MNAT1,4.6761703
11743,SMAD6,4.676625
6967,C8orf58,4.676671
4469,SRD5A1,4.6768126
748,GBP3,4.6774364
10093,ATG101,4.67753
13190,GSDMB,4.6776094
7349,FAM84B,4.677657
13497,ACE,4.677659
5616,MED20,4.6777897
3545,CEP70,4.6779594
6250,NOD1,4.677986
880,KCND3,4.6785107
6188,HDAC9,4.678544
7567,RPP25L,4.6785808
10829,UCHL3,4.678815
6641,ZNF277,4.678818
11534,DNAJC17,4.6789646
10663,MIPEP,4.6796002
12506,FBXL8,4.680777
5998,RAB32,4.680818
7531,TEK,4.680837
4510,AMACR,4.680976
14109,TNFAIP8L1,4.680979
12291,SULT1A1,4.6810384
6882,TDRP,4.6810865
15641,TNFRSF6B,4.6811614
606,COA7,4.681209
16396,PPP1R3F,4.681293
10784,CDADC1,4.681453
16730,MAMLD1,4.681588
285,PAQR7,4.6819487
9693,TMEM218,4.6820054
875,C1orf162,4.68207
7807,PTPN3,4.682233
6751,ATP6V0A4,4.6826453
6848,GBX1,4.682795
14800,RELB,4.683213
4726,MCTP1,4.683734
2930,CHCHD4,4.6839128
5711,LRRC1,4.684114
6899,ERI1,4.68467
5655,POLR1C,4.685628
12565,NIP7,4.685806
927,GDAP2,4.68582
7036,MAK16,4.685943
6424,CCDC146,4.6859484
7227,RBM12B,4.6861134
12965,TRPV2,4.68615
6444,TMEM243,4.686473
14222,P2RY11,4.6866026
15733,PIGP,4.686768
6829,GIMAP8,4.686834
15951,GATSL3,4.6868696
310,GPATCH3,4.687038
1774,ASAP2,4.687256
10159,NCKAP1L,4.6873198
1762,RNASEH1,4.687528
2631,FAM117B,4.687643
2318,RABL2A,4.687659
1585,GPATCH2,4.687853
3573,SLC9A9,4.6880484
1571,TATDN3,4.688252
16340,CXorf36,4.6882997
16424,FGD1,4.688314
8456,MINPP1,4.688405
10160,PDE1B,4.6886225
12189,NPIPA1,4.689088
5661,MRPS18A,4.689271
10671,CENPJ,4.689573
3240,SFMBT1,4.689654
16726,TMEM185A,4.6903887
12117,SLX4,4.690941
5347,BTN2A2,4.6910825
11173,RHOJ,4.6915984
7342,TATDN1,4.6917605
12982,ATPAF2,4.692033
6582,IFT22,4.6920366
8168,HSPA14,4.6924224
11085,MIS18BP1,4.6924295
7305,UTP23,4.693002
1927,GPATCH11,4.6930075
5491,GPSM3,4.69303
1829,FAM228B,4.693127
4699,RASGRF2,4.6931806
2947,BTD,4.6931934
16172,ALG12,4.693863
1268,DUSP12,4.69452
15145,ZFP28,4.694549
7746,AAED1,4.6945615
4125,LIN54,4.6946344
16725,CXorf40A,4.6950026
7222,OTUD6B,4.69521
9107,LPXN,4.695327
5017,AFAP1L1,4.695445
376,TMEM234,4.695949
6167,ICA1,4.6964903
4203,INTS12,4.696696
11116,TXNDC16,4.696979
12055,GFER,4.6972375
3388,SPICE1,4.697659
5948,SLC18B1,4.697786
3306,SHQ1,4.698132
10582,MPHOSPH9,4.6981792
4916,TMCO6,4.6982527
8550,PYROXD2,4.6990223
6249,ZNRF2,4.6995745
12833,PITPNM3,4.699946
5019,PCYOX1L,4.7004404
229,ALPL,4.7008204
6613,PUS7,4.7011805
12517,PLEKHG4,4.701184
1978,CRIPT,4.701254
16228,PNPLA4,4.7015758
1712,CHML,4.7016015
6357,ZNF273,4.7018757
2291,LINC00116,4.7019114
14807,BLOC1S3,4.7026205
6193,ITGB8,4.702915
13615,TEN1,4.702974
8590,HPS6,4.70302
19,SCNN1D,4.703487
2443,CD302,4.704109
12652,MPHOSPH6,4.7044764
4024,AASDH,4.704522
15120,SSC5D,4.7049055
3862,LYAR,4.7049403
6736,C7orf49,4.7052083
6875,PTPRN2,4.7056365
6053,RSPH3,4.7056913
15899,SUSD2,4.7058854
14191,KANK3,4.706255
7153,PREX2,4.7071033
4319,DCLK2,4.707114
11901,NTRK3,4.707413
5592,SAYSD1,4.7077503
16362,ZNF182,4.7080145
1291,TADA1,4.708572
11491,AVEN,4.7091312
4411,RWDD4,4.709339
14789,CEACAM19,4.709393
13772,GNAL,4.709511
14106,PLIN5,4.7097077
6213,MPP6,4.709714
14806,TRAPPC6A,4.7098856
83,TNFRSF25,4.7099886
4676,ZBED3,4.7100787
15753,MX2,4.7102513
15322,POLR3F,4.710551
326,FGR,4.7115016
3462,ALDH1L1,4.7122808
14260,RGL3,4.7123995
3836,FGFR3,4.712871
8661,TRUB1,4.7135105
16133,MCAT,4.7135606
4270,HSPA4L,4.71386
5586,MDGA1,4.713954
15187,ZNF606,4.714147
5267,PAK1IP1,4.714331
2048,ETAA1,4.7146854
4010,SCFD2,4.7146955
1797,NTSR2,4.7148466
9330,LRFN4,4.7151666
16185,DENND6B,4.7152243
1830,TP53I3,4.715419
1647,IBA57,4.71561
9059,ZNF408,4.7157927
5226,GMDS,4.7160163
15614,CABLES2,4.716443
2822,SCLY,4.716683
13694,SLC25A10,4.7169023
1243,ARHGAP30,4.7171707
10995,DHRS4,4.7171874
9583,PTS,4.7171907
4841,ZCCHC10,4.717278
314,TRNP1,4.718002
8220,ANKRD26,4.7184243
13689,OXLD1,4.7188473
10628,PXMP2,4.7190175
5985,PEX3,4.71951
7367,KHDRBS3,4.719778
3889,ABLIM2,4.7201633
4563,EMB,4.720303
6471,FAM133B,4.720499
10116,KRT18,4.721086
4655,ARHGEF28,4.7211046
8413,COMTD1,4.7212753
1144,MSTO1,4.721341
3073,TMEM42,4.7214394
10919,TMEM255B,4.7215214
7239,NDUFAF6,4.7217393
10636,ZNF140,4.7224936
9918,LMO3,4.722509
16457,AR,4.722806
13317,CCDC43,4.722829
14835,MYPOP,4.7229233
1795,E2F6,4.7232776
7796,TMEM38B,4.7235665
3540,DBR1,4.7243295
1939,GALM,4.7244334
14884,TMEM143,4.7247095
11157,RTN1,4.7247443
9760,RHNO1,4.725058
13811,ZNF521,4.7251678
8690,FGFR2,4.725247
10524,CIT,4.7253327
12627,ADAT1,4.726523
15045,ZNF347,4.7265716
790,TMEM56,4.72659
1406,RNF2,4.7266173
3568,TRPC1,4.7273145
2617,CASP8,4.727554
11256,ISCA2,4.7276073
4698,MSH3,4.7277274
13587,ARMC7,4.7277665
14019,MEX3D,4.7279973
6484,PPP1R9A,4.7285194
4286,RAB33B,4.7285542
9466,ANKRD42,4.729042
6664,CPED1,4.7293205
5506,PSMB9,4.730031
5023,PPARGC1B,4.730417
12405,SIAH1,4.7308536
16146,PRR5,4.7309384
4538,TTC33,4.7311816
2976,CMC1,4.7311897
5778,CEP162,4.7315044
7399,RHPN1,4.7315884
14897,DBP,4.7317247
14877,PLA2G4C,4.732061
2699,SLC11A1,4.732252
13503,LIMD2,4.732854
4336,SFRP2,4.732856
4796,SNX24,4.7332516
5373,ZSCAN9,4.733921
13467,SMG8,4.734139
11979,HBA2,4.7342205
9,ISG15,4.7345486
6291,GLI3,4.7349706
5702,TMEM14A,4.7350626
5240,FAM50B,4.7352557
10258,TMEM5,4.7352843
3908,CC2D2A,4.735663
15270,AP5S1,4.7357445
334,XKR8,4.735895
13472,PTRH2,4.7359276
3558,PXYLP1,4.7359824
6840,NOS3,4.7362204
499,PPIH,4.73625
7213,RIPK2,4.7363553
9310,RIN1,4.736458
13096,LRRC37B,4.7368846
10193,COQ10A,4.7369184
12164,DEXI,4.7369204
13452,MKS1,4.7369814
7963,NTMT1,4.7370214
6714,TMEM209,4.73712
1132,MUC1,4.7372136
4390,SAP30,4.7373095
399,TRIM62,4.737628
1328,FMO2,4.7379727
4015,KIT,4.7380095
3020,ACVR2B,4.738049
9418,PGM2L1,4.7381773
9901,PLBD1,4.7382154
4346,GUCY1A3,4.738321
10740,KBTBD6,4.7386894
12601,TXNL4B,4.7401686
12007,FAM173A,4.7401714
4599,NDUFAF2,4.740292
882,WNT2B,4.7403984
14561,DMKN,4.74055
14103,CHAF1A,4.741285
2717,NHEJ1,4.7416453
4743,RGMB,4.741854
5225,FOXC1,4.7418776
4405,AGA,4.742137
5894,DCBLD1,4.7425337
3198,DOCK3,4.7429743
4013,CHIC2,4.74384
12839,XAF1,4.7441435
9816,LPCAT3,4.744298
4368,MARCH1,4.74452
6767,DENND2A,4.7445903
2775,SP140L,4.7446713
16703,ZNF449,4.7448816
8994,ELP4,4.745677
6969,BIN3,4.746553
2549,FRZB,4.747399
270,RCAN3,4.7475114
943,SRGAP2C,4.7475443
14616,ZNF383,4.747929
7621,EXOSC3,4.748087
1420,RGS1,4.7482367
15027,ZNF480,4.748404
9619,IL10RA,4.748468
7459,ZNF250,4.748802
4311,LSM6,4.749102
696,FPGT,4.7491326
9535,CASP1,4.7494097
7347,NSMCE2,4.7498927
10053,PRPF40B,4.750064
5971,NHSL1,4.7501106
15678,CYYR1,4.7506742
4202,ARHGEF38,4.751171
13039,SARM1,4.751287
14683,ZNF780A,4.751834
725,CTBS,4.7520256
1674,C1orf131,4.7524242
4692,THBS4,4.752427
8011,SURF2,4.752538
14517,NUDT19,4.752809
13547,ABCA10,4.7528167
12554,SMPD3,4.7528977
2453,IFIH1,4.7530985
2844,PASK,4.753334
15327,SLC24A3,4.753742
3807,LMLN,4.7538133
11398,MOK,4.753828
12380,ITGAX,4.7539225
1842,DTNB,4.7539454
11984,RGS11,4.7542067
8178,ITGA8,4.7547016
5069,SGCD,4.754961
1261,FCGR2A,4.7549615
9985,SLC2A13,4.7556634
14757,ZNF576,4.7557364
15511,ZSWIM1,4.755839
865,CD53,4.7563224
10359,CEP83,4.7564535
15019,ZNF615,4.75653
395,TMEM54,4.7566366
10978,HOMEZ,4.7567763
15956,SEC14L2,4.757051
3317,VGLL3,4.757357
16380,PIM2,4.757563
16103,CSDC2,4.758269
2854,DTYMK,4.7588534
13623,RNF157,4.758979
2917,TSEN2,4.759006
7920,TOR2A,4.7594166
5144,SIMC1,4.7599435
3323,C3orf38,4.7602606
3337,ST3GAL6,4.7603164
6616,ATXN7L1,4.7606716
3271,KCTD6,4.7615576
4722,NR2F1,4.762098
5308,CDKAL1,4.7621083
16257,PIGA,4.7621284
7818,DNAJC25,4.762493
2861,CHL1,4.762858
12616,LDHD,4.763306
13627,SPHK1,4.7638555
7225,RUNX1T1,4.763883
3773,TMEM44,4.764774
10896,RAB20,4.7650123
841,ATXN7L2,4.765228
14578,PROSER3,4.765394
15339,NXT1,4.765405
5792,CNR1,4.7654676
4151,HERC6,4.765884
14715,EXOSC5,4.766577
1347,DARS2,4.766605
10414,C12orf45,4.7667956
121,CASZ1,4.7674236
2287,SOWAHC,4.767695
1108,SHE,4.7678246
9926,PYROXD1,4.768066
9165,INCENP,4.768798
437,CSF3R,4.7689614
1435,DENND1B,4.7698007
7580,FANCG,4.7698584
15265,HSPA12B,4.7702637
6533,CNPY4,4.770997
2500,METAP1D,4.771034
11612,SPATA5L1,4.7711363
16764,L1CAM,4.7714057
6513,ZNF789,4.77146
16799,CLIC2,4.7717586
3555,CLSTN2,4.77192
14436,CRLF1,4.772105
2023,C2orf74,4.772387
6955,HR,4.7731075
11529,C15orf57,4.7732143
2244,AFF3,4.7735596
12887,ATP1B2,4.773695
12708,CBFA2T3,4.774536
7645,FAM189A2,4.7746096
4158,GPRIN3,4.774772
16734,HMGB3,4.7749724
10442,ALKBH2,4.775135
9585,TTC12,4.7754645
5854,ZBTB24,4.7759066
11127,CGRRF1,4.776366
15119,NAT14,4.7764897
410,GJA4,4.7766395
9459,NARS2,4.7766995
3445,SEC22A,4.776908
16036,GCAT,4.776918
7014,FZD3,4.778311
733,BCL10,4.7783475
3345,TMEM45A,4.7784886
7008,SCARA5,4.7793007
3674,NCEH1,4.779368
13462,RAD51C,4.7799964
4654,UTP15,4.780131
13993,ARID3A,4.780737
7529,IFT74,4.7807593
9191,TAF6L,4.780818
12941,ZNF18,4.781472
16688,MBNL3,4.781861
8303,PRKG1,4.782211
15167,ZNF550,4.782223
3992,NFXL1,4.7826014
1972,SRBD1,4.7827477
13268,RAMP2,4.783117
15164,ZNF419,4.783312
15560,ZFP64,4.7833295
6725,PLXNA4,4.783637
11302,ADCK1,4.7846766
7950,PKN3,4.7848783
12737,FAM57A,4.785389
6324,RAMP3,4.7855406
9205,RARRES3,4.7860417
11251,LIN52,4.786307
3989,COMMD8,4.786456
1573,FLVCR1,4.7866597
12811,ENO3,4.7877197
9434,MAP6,4.7877827
7463,CBWD1,4.78812
3055,ZNF662,4.788578
11908,HAPLN3,4.789008
2124,PCGF1,4.7893515
12095,TNFRSF12A,4.789422
5613,FRS3,4.7896686
14675,EID2,4.791422
8965,ZDHHC13,4.7917867
547,TESK2,4.7920814
16258,PIR,4.7925625
8683,RGS10,4.792604
10431,CMKLR1,4.7926893
7037,RNF122,4.7928076
11097,VCPKMT,4.7931495
7709,SYK,4.7933393
15191,ZNF329,4.7933784
14979,CLEC11A,4.793502
2220,FAHD2B,4.7940345
14923,PPFIA3,4.7944727
3655,MECOM,4.794636
4367,TMA16,4.794656
13092,RAB11FIP4,4.7948008
13815,KCTD1,4.7951097
16386,PRAF2,4.796846
15064,TFPT,4.797185
7185,HEY1,4.79728
11034,NOVA1,4.797823
2600,PLCL1,4.7979584
16338,FUNDC1,4.79831
9660,USP2,4.798811
14589,ALKBH6,4.798995
7049,LSM1,4.7993402
11298,ALKBH1,4.799524
9456,KCTD21,4.7996244
5413,NRM,4.7996874
14328,ZSWIM4,4.8004456
2284,EDAR,4.80075
8530,FRAT2,4.800852
12351,ZNF785,4.80088
1074,S100A8,4.8009048
5617,BYSL,4.8011985
11859,MTHFS,4.801489
10326,LIN7A,4.801527
643,OMA1,4.8015532
4226,ELOVL6,4.8017907
917,CD58,4.8023496
13419,ABCC3,4.8023763
14421,MPV17L2,4.8024955
15557,NFATC2,4.802674
3776,XXYLT1,4.8033285
8308,IPMK,4.8033924
11614,SLC30A4,4.80357
4787,TNFAIP8,4.803629
12101,ZNF205,4.8036594
11627,GALK2,4.8039937
11604,SORD,4.804131
4751,C5orf30,4.8046436
5261,BLOC1S5,4.8049603
11720,MTFMT,4.805071
11360,SERPINA1,4.805082
15739,ERG,4.8054137
6404,GTF2IRD2B,4.805441
12111,ZNF174,4.8056283
7362,SLA,4.80622
1727,EFCAB2,4.8063498
13851,KIAA1328,4.806951
10926,TTC5,4.8072863
2071,C2orf42,4.807487
1508,TMCC2,4.807665
526,SLC6A9,4.8076673
2099,FBXO41,4.808461
850,GSTM5,4.8086343
8312,BICC1,4.8090787
1362,SEC16B,4.8091807
12264,PRKCB,4.809538
15287,MCM8,4.8096213
15181,ZNF814,4.8102603
7738,FANCC,4.8103857
2305,CHCHD5,4.8104362
1607,DISP1,4.8106823
6820,ZNF467,4.811101
5801,ANKRD6,4.811198
10063,RACGAP1,4.811274
911,VANGL1,4.8116484
15561,TSHZ2,4.8116937
5081,LSM11,4.8117604
5060,MFAP3,4.8119993
931,WARS2,4.8123684
13148,DHRS11,4.812454
4522,SKP2,4.8126802
3472,MCM2,4.8129134
361,FABP3,4.8131733
7507,CNTLN,4.8133025
15127,ZNF784,4.813705
16783,LAGE3,4.8139286
484,RIMS3,4.8148193
6292,C7orf25,4.8150783
2246,CHST10,4.815661
9684,NRGN,4.8166356
449,YRDC,4.816678
11290,GSTZ1,4.816772
15653,SOX18,4.817484
1254,FCER1G,4.817687
8136,IL15RA,4.817714
4413,STOX2,4.817859
9512,JRKL,4.818384
7200,LRRCC1,4.818796
14817,RTN2,4.8190255
7957,DOLK,4.8195
9368,MRGPRF,4.819522
2570,C2orf88,4.8198524
11063,BRMS1L,4.820469
3272,ACOX2,4.820479
12600,DHODH,4.8213525
1391,NPL,4.822042
7287,LRP12,4.822143
9103,MED19,4.8226852
16643,NKRF,4.8229694
5147,NOP16,4.8230605
11345,TMEM251,4.8235726
5836,C6orf203,4.823971
3190,CYB561D2,4.824451
15851,ZNF74,4.824557
988,BOLA1,4.8245955
6926,MICU3,4.8254395
4074,MTHFD2L,4.8255067
11799,ARID3B,4.8256826
13363,PNPO,4.8263545
14268,ZNF627,4.8264728
7182,ZC2HC1A,4.8265567
3124,ATRIP,4.826927
673,SGIP1,4.8269315
6876,NCAPG2,4.8270593
12817,ZFP3,4.8274946
5657,POLH,4.8275895
4550,GHR,4.827734
12625,TMEM231,4.827987
14217,OLFM2,4.8281393
14761,PLAUR,4.8281555
13070,ABHD15,4.8286953
15625,SLC17A9,4.8287992
6214,DFNA5,4.828817
794,SNX7,4.828902
4354,TMEM144,4.8291817
12303,LAT,4.8293934
13288,ARL4D,4.82961
6384,MLXIPL,4.829628
9977,YARS2,4.8296633
5281,TBC1D7,4.830504
1667,AGT,4.8317933
2922,CAND2,4.83185
7771,NR4A3,4.8328857
5932,L3MBTL3,4.833232
4001,OCIAD2,4.8332505
12432,CES1,4.833674
11426,ADSSL1,4.8337
3666,CLDN11,4.8344374
10006,AMIGO2,4.834816
3379,CD200,4.8353753
9532,PDGFD,4.835936
14101,MPND,4.8362355
4752,NUDT12,4.8362794
12913,ARHGEF15,4.8363047
11645,LYSMD2,4.83665
883,ST7L,4.8372974
6746,PTN,4.8373585
3928,PPARGC1A,4.837696
9851,CLEC2B,4.837766
107,SLC25A33,4.838079
631,MROH7,4.8381076
7108,TMEM68,4.8384056
16789,GAB3,4.838856
9190,TMEM223,4.8388677
11715,RBPMS2,4.8394585
1304,GPR161,4.839719
658,ATG4C,4.8399024
7423,EXOSC4,4.839938
5080,THG1L,4.840128
2530,RBM45,4.8404493
7911,GARNL3,4.84094
14837,CCDC61,4.841032
10727,POSTN,4.841069
7410,ZNF707,4.841423
14273,ZNF440,4.841453
2022,KIAA1841,4.8419795
7406,TIGD5,4.842727
15867,HIC2,4.842936
8987,METTL15,4.8430123
8738,STK32C,4.8431754
5262,EEF1E1,4.8432255
4222,GAR1,4.8437705
14768,ZNF45,4.8438196
13526,CEP112,4.8442907
2591,ANKRD44,4.8445024
15565,PFDN4,4.8447237
14585,TYROBP,4.8455896
13518,POLG2,4.84574
3407,ADPRH,4.8458996
7674,PSAT1,4.845923
15304,TASP1,4.84649
3757,IL1RAP,4.8465447
4481,ANKRD33B,4.8465524
660,ALG6,4.846787
9847,CLEC2D,4.8470893
16019,C1QTNF6,4.847512
3811,ZNF141,4.8478403
6354,ZNF680,4.848231
9624,MPZL2,4.848242
12504,B3GNT9,4.84885
5280,PHACTR1,4.849399
546,TOE1,4.849542
8588,KCNIP2,4.8495946
10415,ALDH1L2,4.849602
2484,KLHL23,4.8501773
2505,RAPGEF4,4.85023
14864,C5AR1,4.850451
11812,RPP25,4.850987
9708,DCPS,4.851172
5551,DEF6,4.8515716
11041,AP4S1,4.8515887
5962,MAP7,4.851894
12546,DUS2,4.852158
1023,LYSMD1,4.8523254
10742,MTRF1,4.852485
11045,NUBPL,4.8527884
14751,PHLDB3,4.8532653
7454,ZNF34,4.8534026
13032,LYRM9,4.853577
14271,ZNF441,4.8536787
9396,CLPB,4.8537745
10603,BRI3BP,4.854127
7193,FABP4,4.8546157
5073,MED7,4.855101
1241,TSTD1,4.8551116
5489,AGER,4.855218
9665,TMEM136,4.855568
8179,PTER,4.8559437
9149,TMEM216,4.8563867
5925,KIAA0408,4.8566585
16345,RP2,4.8567066
7366,ZFAT,4.8568044
16346,JADE3,4.857587
15037,ZNF600,4.857679
12207,NOMO2,4.8579717
3880,BLOC1S4,4.858009
11490,RYR3,4.8582106
10819,PCDH9,4.858299
11036,PRKD1,4.858903
5937,AKAP7,4.859101
10420,TCP11L2,4.85995
4780,CDO1,4.860037
5249,FARS2,4.8607135
7175,GDAP1,4.861194
12067,BRICD5,4.861315
6705,TSPAN33,4.8615294
15118,ZNF628,4.861731
3487,RAB43,4.861757
6861,ACTR3B,4.8619733
15433,DSN1,4.8622575
16648,RNF113A,4.862736
230,RAP1GAP,4.8631935
4984,PCDH12,4.863194
7551,AQP3,4.8640447
1904,LCLAT1,4.864676
9071,SPI1,4.8648643
14377,MED26,4.86488
9158,FEN1,4.8657
16272,NHS,4.865708
1920,RASGRP3,4.8662825
12873,CHRNB1,4.8675356
16454,VSIG4,4.868
15050,ZNF765,4.8680153
14600,ZFP14,4.868016
2586,HECW2,4.868037
1163,PAQR6,4.8685265
10421,POLR3B,4.869024
1324,GORAB,4.8690863
16262,CA5B,4.86951
12352,ZNF689,4.869975
613,CPT2,4.870126
9677,GRAMD1B,4.870147
2173,REEP1,4.8702955
9125,MS4A6A,4.8703127
6032,MTRF1L,4.8703575
5507,HLA-DMB,4.870366
2604,TYW5,4.870381
8190,CACNB2,4.870603
5110,DOCK2,4.8706203
9326,SPTBN2,4.8707
487,CITED4,4.8707643
11028,SDR39U1,4.8713956
10853,ABCC4,4.8719416
1277,HSD17B7,4.871999
6429,TMEM60,4.872048
7683,C9orf64,4.8722196
7720,ECM2,4.873412
12636,WWOX,4.8734155
12026,BAIAP3,4.8741283
10754,LACC1,4.874466
132,FBXO6,4.874555
12963,CENPV,4.874928
6653,MET,4.875062
2560,GULP1,4.875295
10972,CDH24,4.875526
10957,SALL2,4.8756385
10357,CRADD,4.8760443
10579,OGFOD2,4.876095
7198,SNX16,4.8769126
10294,KCNMB4,4.8769817
2913,TAMM41,4.877097
1882,FNDC4,4.8773437
11433,C14orf79,4.877699
7482,PLGRKT,4.877846
12442,MT1M,4.8780193
9489,SMCO4,4.878039
15189,ZNF135,4.8780713
1447,KIF21B,4.8781667
640,PRKAA2,4.8783627
11389,WDR25,4.878525
8217,APBB1IP,4.8785844
12259,PALB2,4.878626
13476,RNFT1,4.878654
5320,GMNN,4.878706
3473,PODXL2,4.8789983
14735,ZNF526,4.8801713
12341,ZNF48,4.880307
6254,INMT,4.880879
11918,PEX11A,4.880913
4187,EMCN,4.8815784
11675,MYZAP,4.8818135
9981,ALG10B,4.881877
914,SLC22A15,4.8819895
7646,APBA1,4.8819966
2440,WDSUB1,4.882121
1366,ANGPTL1,4.8830853
8609,AS3MT,4.8834267
2879,RAD18,4.8837194
11788,LOXL1,4.8842316
3819,CPLX1,4.884273
2951,OXNAD1,4.8853364
6127,SDK1,4.885405
3737,TBCCD1,4.8854814
6195,SP4,4.8854966
6107,GPER1,4.886306
16391,PRICKLE3,4.8863754
7316,NOV,4.886787
6144,PMS2,4.886845
3835,TACC3,4.8870053
4542,CARD6,4.8871884
5127,RPL26L1,4.8872514
10479,TMEM116,4.887328
15211,C20orf96,4.8878646
10547,P2RX7,4.8887777
7866,C5,4.8888574
12148,ALG1,4.8889523
11437,NUDT14,4.889201
3044,VIPR1,4.8892198
10417,C12orf75,4.8893566
13742,METTL4,4.8894844
8099,NOXA1,4.889909
12797,MED11,4.8900023
12944,ARHGAP44,4.890193
989,SV2A,4.890452
1729,SMYD3,4.8905783
9621,SCN4B,4.891097
4137,MAPK10,4.8912024
15203,ZNF324,4.891788
5520,B3GALT4,4.8919315
14291,ZNF564,4.892093
13034,TMEM97,4.8925395
13844,C18orf21,4.892602
866,LRIF1,4.8927555
13320,GJC1,4.8929315
11617,SEMA6D,4.893184
13432,STXBP4,4.8936706
2339,INHBB,4.893747
13491,METTL2A,4.8938017
14284,ZNF136,4.893808
9051,CREB3L1,4.894652
9932,KCNJ8,4.8952074
2657,FZD5,4.896149
1205,CADM3,4.8969193
957,ANKRD35,4.897234
12934,MYH3,4.89726
1219,PIGM,4.8973293
12721,SPATA2L,4.8976564
3119,NME6,4.897883
15473,JPH2,4.8983207
12390,ZNF267,4.898436
13760,MTCL1,4.898491
10168,RDH5,4.899115
3103,PTH1R,4.9000134
1694,B3GALNT2,4.9001184
1599,HLX,4.9002385
6241,CPVL,4.9006577
10161,PPP1R1A,4.90067
1230,VANGL2,4.9007545
4628,CCDC125,4.900756
1730,TFB2M,4.9008718
9750,FBXL14,4.901044
16697,MOSPD1,4.9011035
16209,IL3RA,4.901295
4797,PPIC,4.9014187
15408,PROCR,4.9030848
11541,DLL4,4.9034824
6552,SAP25,4.9036074
7206,CA2,4.903617
6843,CDK5,4.903912
4308,SMAD1,4.904096
4108,BMP2K,4.9046164
3196,CISH,4.9051423
6165,RPA3,4.906019
15481,ADA,4.9060345
7452,ARHGAP39,4.9064655
13106,CCL2,4.9067845
1704,RYR2,4.9076786
14777,ZNF234,4.90837
3800,PIGZ,4.9084635
2409,KIF5C,4.9087243
11151,DACT1,4.908817
15147,ZNF71,4.9090176
9703,CDON,4.909211
7751,CCDC180,4.909227
15600,PPP1R3D,4.909767
15166,ZNF549,4.909901
15769,PDE9A,4.9099045
6970,EGR3,4.9107895
3184,HYAL1,4.911294
5899,PLN,4.911655
11865,ABHD17C,4.9119606
1478,PPFIA4,4.9125657
3122,CCDC51,4.9127717
2130,DOK1,4.9131203
11797,SEMA7A,4.9132953
5113,LCP2,4.9134407
11321,TDP1,4.9138885
3732,IGF2BP2,4.9138956
2085,MCEE,4.9142513
6720,MEST,4.914295
4678,WDR41,4.9143457
15655,RGS19,4.9145846
3968,N4BP2,4.9146166
13962,HSBP1L1,4.914628
16075,MGAT3,4.915314
11702,CA12,4.9156184
6386,DNAJC30,4.916405
13318,DBF4B,4.9164715
9766,PARP11,4.9168296
1482,CHI3L1,4.916894
16117,FAM109B,4.916991
8404,PLAU,4.917197
12656,OSGIN1,4.9174485
3021,EXOG,4.917536
8582,DPCD,4.917804
15018,ZNF350,4.918465
1808,GEN1,4.9185867
15746,SH3BGR,4.919582
666,RAVER2,4.919587
7681,GKAP1,4.9201274
1663,URB2,4.920209
9390,ANAPC15,4.9203267
9809,LRRC23,4.9206676
7825,KIAA1958,4.9207287
5577,PI16,4.920871
12293,EIF3C,4.9210744
14383,CPAMD8,4.92186
6266,RP9,4.921946
11264,PGF,4.922096
12617,ZFP1,4.922627
12859,SLC2A4,4.922784
817,PRMT6,4.923036
7793,FSD1L,4.923106
7506,BNC2,4.9234943
13297,MPP2,4.923587
210,PLA2G2A,4.924655
16317,CYBB,4.925091
16545,CSTF2,4.9255924
6218,NFE2L3,4.9256425
14642,RYR1,4.9259105
7407,PYCRL,4.9261208
1473,RABIF,4.926483
14664,GMFG,4.926524
5279,EDN1,4.926788
14825,QPCTL,4.9268355
16450,ZC4H2,4.9269414
6906,PINX1,4.9270415
11170,SNAPC1,4.9272156
15809,S100B,4.9272738
12639,CDYL2,4.9273195
2415,NMI,4.9277782
104,GPR157,4.927826
5428,TCF19,4.927845
12310,QPRT,4.9282594
14779,ZNF227,4.928329
4385,MFAP3L,4.9283457
10969,AJUBA,4.929573
14379,TMEM38A,4.9300513
11399,ZNF839,4.9303565
9388,LRTOMT,4.9304442
13780,PSMG2,4.9305186
9468,DLG2,4.9308496
6905,SOX7,4.9322066
16343,CHST7,4.932248
5771,RWDD2A,4.9330134
16681,SLC25A14,4.93316
6066,SLC22A3,4.93326
10850,TGDS,4.933271
8930,PDE3B,4.9333587
2050,WDR92,4.9334536
16503,UPRT,4.934085
9312,SLC29A2,4.934392
188,PADI2,4.9345284
12161,NUBP1,4.9350944
8015,ADAMTS13,4.935375
2880,SRGAP3,4.935554
2456,FIGN,4.9357996
14821,GPR4,4.9362607
8701,C10orf88,4.9372597
4155,NAP1L5,4.937534
15200,ZNF584,4.938029
2472,NOSTRIN,4.9380617
113,NMNAT1,4.938705
10184,ZC3H10,4.939279
16568,ARMCX5,4.939326
1595,MARK1,4.9397774
3077,CLEC3B,4.939889
8992,DNAJC24,4.9406815
5173,DOK3,4.940763
7309,MED30,4.9410377
2315,CBWD2,4.9423146
